ENSMUSG00000000001.4	64
ENSMUSG00000000003.9	0
ENSMUSG00000000028.8	98
ENSMUSG00000000031.9	11
ENSMUSG00000000037.9	22
ENSMUSG00000000049.5	3
ENSMUSG00000000056.7	19
ENSMUSG00000000058.6	0
ENSMUSG00000000078.6	18
ENSMUSG00000000085.9	191
ENSMUSG00000000088.6	29
ENSMUSG00000000093.6	2
ENSMUSG00000000094.6	12
ENSMUSG00000000103.6	0
ENSMUSG00000000120.6	2
ENSMUSG00000000125.5	2
ENSMUSG00000000126.5	57
ENSMUSG00000000127.7	65
ENSMUSG00000000131.9	120
ENSMUSG00000000134.11	5
ENSMUSG00000000142.9	1
ENSMUSG00000000148.10	16
ENSMUSG00000000149.5	41
ENSMUSG00000000154.8	3
ENSMUSG00000000157.8	0
ENSMUSG00000000159.9	1
ENSMUSG00000000167.8	23
ENSMUSG00000000168.3	51
ENSMUSG00000000171.4	46
ENSMUSG00000000182.7	1
ENSMUSG00000000183.5	0
ENSMUSG00000000184.9	131
ENSMUSG00000000194.7	100
ENSMUSG00000000197.6	5
ENSMUSG00000000202.3	0
ENSMUSG00000000204.8	0
ENSMUSG00000000214.4	0
ENSMUSG00000000215.4	1
ENSMUSG00000000216.7	0
ENSMUSG00000000223.6	51
ENSMUSG00000000244.9	4
ENSMUSG00000000247.4	5
ENSMUSG00000000248.9	12
ENSMUSG00000000253.6	18
ENSMUSG00000000263.9	0
ENSMUSG00000000266.5	23
ENSMUSG00000000275.9	41
ENSMUSG00000000276.5	29
ENSMUSG00000000278.9	29
ENSMUSG00000000282.6	24
ENSMUSG00000000290.7	0
ENSMUSG00000000295.6	26
ENSMUSG00000000296.6	22
ENSMUSG00000000301.9	18
ENSMUSG00000000303.6	0
ENSMUSG00000000305.6	4
ENSMUSG00000000308.8	0
ENSMUSG00000000317.5	1
ENSMUSG00000000318.9	0
ENSMUSG00000000320.3	0
ENSMUSG00000000325.8	17
ENSMUSG00000000326.6	134
ENSMUSG00000000339.8	43
ENSMUSG00000000340.6	14
ENSMUSG00000000346.7	18
ENSMUSG00000000355.6	142
ENSMUSG00000000359.3	163
ENSMUSG00000000365.7	1
ENSMUSG00000000374.7	150
ENSMUSG00000000378.8	304
ENSMUSG00000000381.9	2
ENSMUSG00000000384.8	198
ENSMUSG00000000385.7	0
ENSMUSG00000000386.8	0
ENSMUSG00000000392.11	3
ENSMUSG00000000394.9	0
ENSMUSG00000000399.7	58
ENSMUSG00000000402.2	0
ENSMUSG00000000409.8	2
ENSMUSG00000000411.7	0
ENSMUSG00000000416.9	4
ENSMUSG00000000420.8	98
ENSMUSG00000000435.1	12
ENSMUSG00000000439.7	15
ENSMUSG00000000440.6	14
ENSMUSG00000000441.10	161
ENSMUSG00000000486.7	0
ENSMUSG00000000489.6	7
ENSMUSG00000000530.9	3
ENSMUSG00000000531.4	10
ENSMUSG00000000532.8	59
ENSMUSG00000000538.11	193
ENSMUSG00000000544.8	1
ENSMUSG00000000552.8	36
ENSMUSG00000000555.6	41
ENSMUSG00000000560.5	1
ENSMUSG00000000561.8	81
ENSMUSG00000000562.4	0
ENSMUSG00000000563.11	54
ENSMUSG00000000567.4	2
ENSMUSG00000000568.9	205
ENSMUSG00000000579.8	0
ENSMUSG00000000581.2	32
ENSMUSG00000000594.7	8
ENSMUSG00000000600.8	179
ENSMUSG00000000605.7	23
ENSMUSG00000000606.8	0
ENSMUSG00000000617.8	0
ENSMUSG00000000627.9	0
ENSMUSG00000000628.4	14
ENSMUSG00000000631.12	283
ENSMUSG00000000632.7	1
ENSMUSG00000000673.8	1
ENSMUSG00000000682.7	0
ENSMUSG00000000686.11	4
ENSMUSG00000000690.3	0
ENSMUSG00000000693.4	78
ENSMUSG00000000701.7	0
ENSMUSG00000000706.9	0
ENSMUSG00000000708.8	12
ENSMUSG00000000711.2	74
ENSMUSG00000000724.9	0
ENSMUSG00000000730.7	0
ENSMUSG00000000731.9	0
ENSMUSG00000000732.7	1
ENSMUSG00000000738.11	0
ENSMUSG00000000739.7	0
ENSMUSG00000000740.5	0
ENSMUSG00000000743.8	0
ENSMUSG00000000751.7	95
ENSMUSG00000000753.8	352
ENSMUSG00000000759.8	79
ENSMUSG00000000766.11	1
ENSMUSG00000000776.5	3
ENSMUSG00000000782.8	2
ENSMUSG00000000787.6	33
ENSMUSG00000000791.7	2
ENSMUSG00000000792.2	0
ENSMUSG00000000794.7	28
ENSMUSG00000000804.8	36
ENSMUSG00000000805.11	0
ENSMUSG00000000811.7	35
ENSMUSG00000000817.8	0
ENSMUSG00000000823.9	8
ENSMUSG00000000826.10	50
ENSMUSG00000000827.10	184
ENSMUSG00000000838.10	114
ENSMUSG00000000861.9	0
ENSMUSG00000000869.6	5
ENSMUSG00000000876.5	41
ENSMUSG00000000881.6	70
ENSMUSG00000000884.9	291
ENSMUSG00000000889.7	2
ENSMUSG00000000901.8	37
ENSMUSG00000000902.6	72
ENSMUSG00000000903.3	0
ENSMUSG00000000915.9	21
ENSMUSG00000000916.9	17
ENSMUSG00000000934.8	34
ENSMUSG00000000938.9	171
ENSMUSG00000000942.9	0
ENSMUSG00000000948.9	23
ENSMUSG00000000957.8	21
ENSMUSG00000000958.4	7
